HITId,WorkerId,Input.image_url,Answer.algorithms.alg1,Answer.algorithms.alg2,Answer.algorithms.none,img_id,img_class,alg1,alg2,nonpruned,2pruned,32pruned,annotation_result
3IVEC1GSMXLEZV1FVTJZAJR335HJ1I,A3O0NNIW4KA2PV,107_nonpruned_1-dog_32pruned.png,False,True,False,107,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
3IVEC1GSMXLEZV1FVTJZAJR335HJ1I,A2RK39PHP4O60V,107_nonpruned_1-dog_32pruned.png,True,False,False,107,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
3IVEC1GSMXLEZV1FVTJZAJR335HJ1I,A1OOS9Z432SQB0,107_nonpruned_1-dog_32pruned.png,False,True,False,107,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
3IVEC1GSMXLEZV1FVTJZAJR335HJ1I,A2H90QIP05I3LU,107_nonpruned_1-dog_32pruned.png,False,True,False,107,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
307L9TDWK6E6SO6FXVPARJNHA90N3I,A19317A3X87NVM,439_2pruned_0-fish_nonpruned.png,False,False,True,439,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
307L9TDWK6E6SO6FXVPARJNHA90N3I,A3O0NNIW4KA2PV,439_2pruned_0-fish_nonpruned.png,False,False,True,439,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
307L9TDWK6E6SO6FXVPARJNHA90N3I,A9EQ4FWCUQVBL,439_2pruned_0-fish_nonpruned.png,False,False,True,439,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
307L9TDWK6E6SO6FXVPARJNHA90N3I,A1VL79925IBF7X,439_2pruned_0-fish_nonpruned.png,False,False,True,439,0-fish,2pruned,nonpruned,0.0,0.0,0.0,none
3O4VWC1GF4SA9YFUIXXIYC601PVJ3A,A1MT1ZJR1CK533,17_2pruned_4-church_nonpruned.png,False,False,True,17,4-church,2pruned,nonpruned,0.0,0.0,0.0,none
3O4VWC1GF4SA9YFUIXXIYC601PVJ3A,AHQ1CS51G68VT,17_2pruned_4-church_nonpruned.png,False,False,True,17,4-church,2pruned,nonpruned,0.0,0.0,0.0,none
3O4VWC1GF4SA9YFUIXXIYC601PVJ3A,A3O0NNIW4KA2PV,17_2pruned_4-church_nonpruned.png,True,False,False,17,4-church,2pruned,nonpruned,0.0,1.0,0.0,alg1
3O4VWC1GF4SA9YFUIXXIYC601PVJ3A,A26V8QMPU25JGC,17_2pruned_4-church_nonpruned.png,False,False,True,17,4-church,2pruned,nonpruned,0.0,0.0,0.0,none
3WYZV0QBGRZG7DOWEURP74CR0FNBXH,A1VL79925IBF7X,213_nonpruned_1-dog_32pruned.png,True,False,False,213,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
3WYZV0QBGRZG7DOWEURP74CR0FNBXH,A19317A3X87NVM,213_nonpruned_1-dog_32pruned.png,True,False,False,213,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
3WYZV0QBGRZG7DOWEURP74CR0FNBXH,A3O0NNIW4KA2PV,213_nonpruned_1-dog_32pruned.png,True,False,False,213,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
3WYZV0QBGRZG7DOWEURP74CR0FNBXH,A2KHLJ2F58BEZK,213_nonpruned_1-dog_32pruned.png,True,False,False,213,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
36AZSFEY0CMO3OJ1EFQ7JJF6K4FBVE,AISFU4P55HYEH,48_nonpruned_1-dog_32pruned.png,False,True,False,48,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
36AZSFEY0CMO3OJ1EFQ7JJF6K4FBVE,A2H90QIP05I3LU,48_nonpruned_1-dog_32pruned.png,False,True,False,48,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
36AZSFEY0CMO3OJ1EFQ7JJF6K4FBVE,ABBHVKPQIC5PV,48_nonpruned_1-dog_32pruned.png,False,True,False,48,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
36AZSFEY0CMO3OJ1EFQ7JJF6K4FBVE,A1VMWZ4X201V7H,48_nonpruned_1-dog_32pruned.png,False,True,False,48,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
32CXT5U15OP5OBWU6DWSWVNMYRL8UN,ABBHVKPQIC5PV,476_32pruned_9-parachute_nonpruned.png,False,False,True,476,9-parachute,32pruned,nonpruned,0.0,0.0,0.0,none
32CXT5U15OP5OBWU6DWSWVNMYRL8UN,A2Q8KGUMORTU8L,476_32pruned_9-parachute_nonpruned.png,True,False,False,476,9-parachute,32pruned,nonpruned,0.0,0.0,1.0,alg1
32CXT5U15OP5OBWU6DWSWVNMYRL8UN,A2H1RXUC8XNNIW,476_32pruned_9-parachute_nonpruned.png,False,True,False,476,9-parachute,32pruned,nonpruned,1.0,0.0,0.0,alg2
32CXT5U15OP5OBWU6DWSWVNMYRL8UN,AHU9OLV0YKIIW,476_32pruned_9-parachute_nonpruned.png,False,True,False,476,9-parachute,32pruned,nonpruned,1.0,0.0,0.0,alg2
3QO7EE373W9WYGNKSGWXDWGY3C0QBZ,A9QRQL9CFJBI7,18_2pruned_8-golfball_nonpruned.png,False,False,True,18,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3QO7EE373W9WYGNKSGWXDWGY3C0QBZ,A1VMWZ4X201V7H,18_2pruned_8-golfball_nonpruned.png,False,False,True,18,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3QO7EE373W9WYGNKSGWXDWGY3C0QBZ,A1SB49W5ZUZBV7,18_2pruned_8-golfball_nonpruned.png,False,False,True,18,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3QO7EE373W9WYGNKSGWXDWGY3C0QBZ,ABBHVKPQIC5PV,18_2pruned_8-golfball_nonpruned.png,False,False,True,18,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3B623HUYKCCP9Y4QH81SHU5YDU08S7,A31BMO87XG2XAC,96_32pruned_0-fish_nonpruned.png,False,True,False,96,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3B623HUYKCCP9Y4QH81SHU5YDU08S7,A3O0NNIW4KA2PV,96_32pruned_0-fish_nonpruned.png,False,True,False,96,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3B623HUYKCCP9Y4QH81SHU5YDU08S7,A2ZPO9BRC2YQY0,96_32pruned_0-fish_nonpruned.png,False,True,False,96,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3B623HUYKCCP9Y4QH81SHU5YDU08S7,A3N9ZYQAESNFQH,96_32pruned_0-fish_nonpruned.png,False,False,True,96,0-fish,32pruned,nonpruned,0.0,0.0,0.0,none
3XDSWAMB3AEF8LFQ6GSSOGMGLX0QC6,AU61NDKHPC499,283_nonpruned_1-dog_32pruned.png,False,True,False,283,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
3XDSWAMB3AEF8LFQ6GSSOGMGLX0QC6,A3O0NNIW4KA2PV,283_nonpruned_1-dog_32pruned.png,False,True,False,283,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
3XDSWAMB3AEF8LFQ6GSSOGMGLX0QC6,A2H90QIP05I3LU,283_nonpruned_1-dog_32pruned.png,False,True,False,283,1-dog,nonpruned,32pruned,0.0,0.0,1.0,alg2
3XDSWAMB3AEF8LFQ6GSSOGMGLX0QC6,A2KANCG6BVWYRE,283_nonpruned_1-dog_32pruned.png,False,False,True,283,1-dog,nonpruned,32pruned,0.0,0.0,0.0,none
3QGHA0EA1RM1IDJ64PV35LYKRDHBWO,A9QRQL9CFJBI7,119_32pruned_3-chainsaw_nonpruned.png,False,True,False,119,3-chainsaw,32pruned,nonpruned,1.0,0.0,0.0,alg2
3QGHA0EA1RM1IDJ64PV35LYKRDHBWO,A1SB49W5ZUZBV7,119_32pruned_3-chainsaw_nonpruned.png,False,True,False,119,3-chainsaw,32pruned,nonpruned,1.0,0.0,0.0,alg2
3QGHA0EA1RM1IDJ64PV35LYKRDHBWO,A2MRHI9MYSZ37U,119_32pruned_3-chainsaw_nonpruned.png,False,True,False,119,3-chainsaw,32pruned,nonpruned,1.0,0.0,0.0,alg2
3QGHA0EA1RM1IDJ64PV35LYKRDHBWO,ABBHVKPQIC5PV,119_32pruned_3-chainsaw_nonpruned.png,False,False,True,119,3-chainsaw,32pruned,nonpruned,0.0,0.0,0.0,none
39I4RL8QHR3Z0O38UBZGW4IR2YO4HE,AZPPTDTYRY6L8,474_2pruned_1-dog_nonpruned.png,False,False,True,474,1-dog,2pruned,nonpruned,0.0,0.0,0.0,none
39I4RL8QHR3Z0O38UBZGW4IR2YO4HE,AJ43O59MBI55L,474_2pruned_1-dog_nonpruned.png,False,True,False,474,1-dog,2pruned,nonpruned,1.0,0.0,0.0,alg2
39I4RL8QHR3Z0O38UBZGW4IR2YO4HE,A1OOS9Z432SQB0,474_2pruned_1-dog_nonpruned.png,False,False,True,474,1-dog,2pruned,nonpruned,0.0,0.0,0.0,none
39I4RL8QHR3Z0O38UBZGW4IR2YO4HE,A3UWHJTAUTF6TO,474_2pruned_1-dog_nonpruned.png,True,False,False,474,1-dog,2pruned,nonpruned,0.0,1.0,0.0,alg1
3KI0JD2ZV94GMM1A0Q6J2PDBKLX67W,A2KANCG6BVWYRE,449_nonpruned_4-church_2pruned.png,False,True,False,449,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3KI0JD2ZV94GMM1A0Q6J2PDBKLX67W,A1GC6CN3F0IHWN,449_nonpruned_4-church_2pruned.png,False,True,False,449,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3KI0JD2ZV94GMM1A0Q6J2PDBKLX67W,A3F3RGPED68CUC,449_nonpruned_4-church_2pruned.png,False,True,False,449,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3KI0JD2ZV94GMM1A0Q6J2PDBKLX67W,AHQ1CS51G68VT,449_nonpruned_4-church_2pruned.png,False,False,True,449,4-church,nonpruned,2pruned,0.0,0.0,0.0,none
3W1K7D6QTJ35C8OBFCFA4PS28FLBZE,A1GCCCD7V9JUQY,139_nonpruned_0-fish_32pruned.png,True,False,False,139,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
3W1K7D6QTJ35C8OBFCFA4PS28FLBZE,A19317A3X87NVM,139_nonpruned_0-fish_32pruned.png,True,False,False,139,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
3W1K7D6QTJ35C8OBFCFA4PS28FLBZE,A1LJC9H6QR2LV1,139_nonpruned_0-fish_32pruned.png,True,False,False,139,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
3W1K7D6QTJ35C8OBFCFA4PS28FLBZE,A1GC6CN3F0IHWN,139_nonpruned_0-fish_32pruned.png,True,False,False,139,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
371DNNCG5COQOYH5686IRZ1KFDE8TW,A2KHLJ2F58BEZK,343_2pruned_5-frenchhorn_nonpruned.png,False,False,True,343,5-frenchhorn,2pruned,nonpruned,0.0,0.0,0.0,none
371DNNCG5COQOYH5686IRZ1KFDE8TW,A2FECFP08KJRSE,343_2pruned_5-frenchhorn_nonpruned.png,False,False,True,343,5-frenchhorn,2pruned,nonpruned,0.0,0.0,0.0,none
371DNNCG5COQOYH5686IRZ1KFDE8TW,A3O0NNIW4KA2PV,343_2pruned_5-frenchhorn_nonpruned.png,False,True,False,343,5-frenchhorn,2pruned,nonpruned,1.0,0.0,0.0,alg2
371DNNCG5COQOYH5686IRZ1KFDE8TW,A1VMWZ4X201V7H,343_2pruned_5-frenchhorn_nonpruned.png,True,False,False,343,5-frenchhorn,2pruned,nonpruned,0.0,1.0,0.0,alg1
3A9LA2FRX00QYQRIEM1LTFFPVSSXHJ,A2KANCG6BVWYRE,413_nonpruned_8-golfball_2pruned.png,True,False,False,413,8-golfball,nonpruned,2pruned,1.0,0.0,0.0,alg1
3A9LA2FRX00QYQRIEM1LTFFPVSSXHJ,A32SO9BC1UM7IJ,413_nonpruned_8-golfball_2pruned.png,False,False,True,413,8-golfball,nonpruned,2pruned,0.0,0.0,0.0,none
3A9LA2FRX00QYQRIEM1LTFFPVSSXHJ,A31BMO87XG2XAC,413_nonpruned_8-golfball_2pruned.png,False,False,True,413,8-golfball,nonpruned,2pruned,0.0,0.0,0.0,none
3A9LA2FRX00QYQRIEM1LTFFPVSSXHJ,A23EZQCJD01EEW,413_nonpruned_8-golfball_2pruned.png,False,False,True,413,8-golfball,nonpruned,2pruned,0.0,0.0,0.0,none
3MYASTQBHFXPDDL46CN38M4Y6XCQD6,A1OOS9Z432SQB0,185_32pruned_5-frenchhorn_nonpruned.png,True,False,False,185,5-frenchhorn,32pruned,nonpruned,0.0,0.0,1.0,alg1
3MYASTQBHFXPDDL46CN38M4Y6XCQD6,AHQ1CS51G68VT,185_32pruned_5-frenchhorn_nonpruned.png,False,False,True,185,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
3MYASTQBHFXPDDL46CN38M4Y6XCQD6,A9QRQL9CFJBI7,185_32pruned_5-frenchhorn_nonpruned.png,False,False,True,185,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
3MYASTQBHFXPDDL46CN38M4Y6XCQD6,ABBHVKPQIC5PV,185_32pruned_5-frenchhorn_nonpruned.png,True,False,False,185,5-frenchhorn,32pruned,nonpruned,0.0,0.0,1.0,alg1
3DWNFENNFBHVRUYYIB218HY6FPRJ4V,A1GCCCD7V9JUQY,435_32pruned_2-cassetteplayer_nonpruned.png,False,True,False,435,2-cassetteplayer,32pruned,nonpruned,1.0,0.0,0.0,alg2
3DWNFENNFBHVRUYYIB218HY6FPRJ4V,A2H1RXUC8XNNIW,435_32pruned_2-cassetteplayer_nonpruned.png,False,False,True,435,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,0.0,none
3DWNFENNFBHVRUYYIB218HY6FPRJ4V,A2MRHI9MYSZ37U,435_32pruned_2-cassetteplayer_nonpruned.png,True,False,False,435,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,1.0,alg1
3DWNFENNFBHVRUYYIB218HY6FPRJ4V,ASY5AZCZEM04L,435_32pruned_2-cassetteplayer_nonpruned.png,True,False,False,435,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,1.0,alg1
35O6H0UNM02DND2YWGLBD94KFLMJ50,A2FECFP08KJRSE,202_32pruned_6-garbagetruck_nonpruned.png,False,True,False,202,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
35O6H0UNM02DND2YWGLBD94KFLMJ50,AA7BTDZQNHW5,202_32pruned_6-garbagetruck_nonpruned.png,True,False,False,202,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
35O6H0UNM02DND2YWGLBD94KFLMJ50,AJ43O59MBI55L,202_32pruned_6-garbagetruck_nonpruned.png,False,False,True,202,6-garbagetruck,32pruned,nonpruned,0.0,0.0,0.0,none
35O6H0UNM02DND2YWGLBD94KFLMJ50,A9QRQL9CFJBI7,202_32pruned_6-garbagetruck_nonpruned.png,True,False,False,202,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3PZDSVZ3KD3RAKPJX9UT1OFNO9WN43,A2UJ0M3JNH93R2,127_nonpruned_4-church_2pruned.png,False,True,False,127,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3PZDSVZ3KD3RAKPJX9UT1OFNO9WN43,A1X5U8WTTXMS87,127_nonpruned_4-church_2pruned.png,False,True,False,127,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3PZDSVZ3KD3RAKPJX9UT1OFNO9WN43,A19940RY4CF491,127_nonpruned_4-church_2pruned.png,False,True,False,127,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3PZDSVZ3KD3RAKPJX9UT1OFNO9WN43,A2JJIYN79SQWT7,127_nonpruned_4-church_2pruned.png,True,False,False,127,4-church,nonpruned,2pruned,1.0,0.0,0.0,alg1
3APP19WN890ZFFCBTTAD82Q4JOGG69,A382OPA6G1896W,158_nonpruned_2-cassetteplayer_2pruned.png,True,False,False,158,2-cassetteplayer,nonpruned,2pruned,1.0,0.0,0.0,alg1
3APP19WN890ZFFCBTTAD82Q4JOGG69,A2YG71R13G0CYR,158_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,158,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
3APP19WN890ZFFCBTTAD82Q4JOGG69,A1P0SZ4C7PLX7K,158_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,158,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
3APP19WN890ZFFCBTTAD82Q4JOGG69,AISFU4P55HYEH,158_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,158,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
3MQKOF1EFAAUXAHQILM90BMKUYTDWX,A3QE2GFJTYJFTC,356_nonpruned_4-church_32pruned.png,False,False,True,356,4-church,nonpruned,32pruned,0.0,0.0,0.0,none
3MQKOF1EFAAUXAHQILM90BMKUYTDWX,A1OOS9Z432SQB0,356_nonpruned_4-church_32pruned.png,False,True,False,356,4-church,nonpruned,32pruned,0.0,0.0,1.0,alg2
3MQKOF1EFAAUXAHQILM90BMKUYTDWX,A382OPA6G1896W,356_nonpruned_4-church_32pruned.png,True,False,False,356,4-church,nonpruned,32pruned,1.0,0.0,0.0,alg1
3MQKOF1EFAAUXAHQILM90BMKUYTDWX,AL0OO84JETD31,356_nonpruned_4-church_32pruned.png,False,True,False,356,4-church,nonpruned,32pruned,0.0,0.0,1.0,alg2
31JUPBOOSVQ25L90XZ4R58R3L0SL86,A1F6MWP9A0XLJQ,351_32pruned_5-frenchhorn_nonpruned.png,True,False,False,351,5-frenchhorn,32pruned,nonpruned,0.0,0.0,1.0,alg1
31JUPBOOSVQ25L90XZ4R58R3L0SL86,ABBHVKPQIC5PV,351_32pruned_5-frenchhorn_nonpruned.png,False,False,True,351,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
31JUPBOOSVQ25L90XZ4R58R3L0SL86,AYMA9R47TWK1H,351_32pruned_5-frenchhorn_nonpruned.png,False,True,False,351,5-frenchhorn,32pruned,nonpruned,1.0,0.0,0.0,alg2
31JUPBOOSVQ25L90XZ4R58R3L0SL86,A1OOS9Z432SQB0,351_32pruned_5-frenchhorn_nonpruned.png,True,False,False,351,5-frenchhorn,32pruned,nonpruned,0.0,0.0,1.0,alg1
35ZRNT9RVQKOA96RYAPN68NM0J5O3Y,A2J5OER13EQOHV,342_nonpruned_3-chainsaw_32pruned.png,True,False,False,342,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
35ZRNT9RVQKOA96RYAPN68NM0J5O3Y,A382OPA6G1896W,342_nonpruned_3-chainsaw_32pruned.png,False,True,False,342,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
35ZRNT9RVQKOA96RYAPN68NM0J5O3Y,A2H90QIP05I3LU,342_nonpruned_3-chainsaw_32pruned.png,False,True,False,342,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
35ZRNT9RVQKOA96RYAPN68NM0J5O3Y,A1JGMBFWR83ODJ,342_nonpruned_3-chainsaw_32pruned.png,False,True,False,342,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
3DIIW4IV9XHZWJES0TH1WGJ62B34I7,AYMA9R47TWK1H,198_nonpruned_4-church_2pruned.png,True,False,False,198,4-church,nonpruned,2pruned,1.0,0.0,0.0,alg1
3DIIW4IV9XHZWJES0TH1WGJ62B34I7,A32SO9BC1UM7IJ,198_nonpruned_4-church_2pruned.png,False,False,True,198,4-church,nonpruned,2pruned,0.0,0.0,0.0,none
3DIIW4IV9XHZWJES0TH1WGJ62B34I7,A2JJIYN79SQWT7,198_nonpruned_4-church_2pruned.png,False,True,False,198,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3DIIW4IV9XHZWJES0TH1WGJ62B34I7,A1P0SZ4C7PLX7K,198_nonpruned_4-church_2pruned.png,False,False,True,198,4-church,nonpruned,2pruned,0.0,0.0,0.0,none
3NQUW096OEU2JQSA2RA554ME56AL9V,A2FECFP08KJRSE,419_nonpruned_3-chainsaw_32pruned.png,False,False,True,419,3-chainsaw,nonpruned,32pruned,0.0,0.0,0.0,none
3NQUW096OEU2JQSA2RA554ME56AL9V,A3O0NNIW4KA2PV,419_nonpruned_3-chainsaw_32pruned.png,True,False,False,419,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3NQUW096OEU2JQSA2RA554ME56AL9V,A2KBTDHM44J7X4,419_nonpruned_3-chainsaw_32pruned.png,False,False,True,419,3-chainsaw,nonpruned,32pruned,0.0,0.0,0.0,none
3NQUW096OEU2JQSA2RA554ME56AL9V,A2JJIYN79SQWT7,419_nonpruned_3-chainsaw_32pruned.png,True,False,False,419,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3X2LT8FDI44IGFLZ1DBTEJ8JJ7W8WM,A1OOS9Z432SQB0,321_32pruned_2-cassetteplayer_nonpruned.png,False,True,False,321,2-cassetteplayer,32pruned,nonpruned,1.0,0.0,0.0,alg2
3X2LT8FDI44IGFLZ1DBTEJ8JJ7W8WM,A1GCCCD7V9JUQY,321_32pruned_2-cassetteplayer_nonpruned.png,False,False,True,321,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,0.0,none
3X2LT8FDI44IGFLZ1DBTEJ8JJ7W8WM,AHQ1CS51G68VT,321_32pruned_2-cassetteplayer_nonpruned.png,True,False,False,321,2-cassetteplayer,32pruned,nonpruned,0.0,0.0,1.0,alg1
3X2LT8FDI44IGFLZ1DBTEJ8JJ7W8WM,A2KHLJ2F58BEZK,321_32pruned_2-cassetteplayer_nonpruned.png,False,True,False,321,2-cassetteplayer,32pruned,nonpruned,1.0,0.0,0.0,alg2
31GECDVAAR8XIMN5HG1RWBDFPAD66X,A1OOS9Z432SQB0,354_2pruned_2-cassetteplayer_nonpruned.png,True,False,False,354,2-cassetteplayer,2pruned,nonpruned,0.0,1.0,0.0,alg1
31GECDVAAR8XIMN5HG1RWBDFPAD66X,A3O0NNIW4KA2PV,354_2pruned_2-cassetteplayer_nonpruned.png,True,False,False,354,2-cassetteplayer,2pruned,nonpruned,0.0,1.0,0.0,alg1
31GECDVAAR8XIMN5HG1RWBDFPAD66X,AHQ1CS51G68VT,354_2pruned_2-cassetteplayer_nonpruned.png,False,False,True,354,2-cassetteplayer,2pruned,nonpruned,0.0,0.0,0.0,none
31GECDVAAR8XIMN5HG1RWBDFPAD66X,A31BMO87XG2XAC,354_2pruned_2-cassetteplayer_nonpruned.png,False,False,True,354,2-cassetteplayer,2pruned,nonpruned,0.0,0.0,0.0,none
3S829FDFUAN9MAMGSQIV2U0R30ZDXQ,A1VMWZ4X201V7H,358_nonpruned_5-frenchhorn_2pruned.png,False,False,True,358,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3S829FDFUAN9MAMGSQIV2U0R30ZDXQ,A3O0NNIW4KA2PV,358_nonpruned_5-frenchhorn_2pruned.png,False,True,False,358,5-frenchhorn,nonpruned,2pruned,0.0,1.0,0.0,alg2
3S829FDFUAN9MAMGSQIV2U0R30ZDXQ,ALCPF5NANBDSZ,358_nonpruned_5-frenchhorn_2pruned.png,False,False,True,358,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3S829FDFUAN9MAMGSQIV2U0R30ZDXQ,A3QE2GFJTYJFTC,358_nonpruned_5-frenchhorn_2pruned.png,False,True,False,358,5-frenchhorn,nonpruned,2pruned,0.0,1.0,0.0,alg2
3E9ZFLPWP6EQUL22K4J6TRG4V57XIC,A25P83VWPRMI0W,65_nonpruned_5-frenchhorn_2pruned.png,False,False,True,65,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3E9ZFLPWP6EQUL22K4J6TRG4V57XIC,A4VGL8HEEEG9P,65_nonpruned_5-frenchhorn_2pruned.png,False,True,False,65,5-frenchhorn,nonpruned,2pruned,0.0,1.0,0.0,alg2
3E9ZFLPWP6EQUL22K4J6TRG4V57XIC,A9QRQL9CFJBI7,65_nonpruned_5-frenchhorn_2pruned.png,False,False,True,65,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3E9ZFLPWP6EQUL22K4J6TRG4V57XIC,A2MRHI9MYSZ37U,65_nonpruned_5-frenchhorn_2pruned.png,False,False,True,65,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
37G6BXQPMY7U5JZ427YNE4MJ69DQEZ,AU61NDKHPC499,150_32pruned_8-golfball_nonpruned.png,False,True,False,150,8-golfball,32pruned,nonpruned,1.0,0.0,0.0,alg2
37G6BXQPMY7U5JZ427YNE4MJ69DQEZ,A1VL79925IBF7X,150_32pruned_8-golfball_nonpruned.png,False,True,False,150,8-golfball,32pruned,nonpruned,1.0,0.0,0.0,alg2
37G6BXQPMY7U5JZ427YNE4MJ69DQEZ,AHU9OLV0YKIIW,150_32pruned_8-golfball_nonpruned.png,False,True,False,150,8-golfball,32pruned,nonpruned,1.0,0.0,0.0,alg2
37G6BXQPMY7U5JZ427YNE4MJ69DQEZ,A36NRERHG2J726,150_32pruned_8-golfball_nonpruned.png,False,True,False,150,8-golfball,32pruned,nonpruned,1.0,0.0,0.0,alg2
3MJ28H2Y2MUROOTVCTDGL5L6EFWO5O,A2J5OER13EQOHV,160_32pruned_7-gaspump_nonpruned.png,False,True,False,160,7-gaspump,32pruned,nonpruned,1.0,0.0,0.0,alg2
3MJ28H2Y2MUROOTVCTDGL5L6EFWO5O,A9QRQL9CFJBI7,160_32pruned_7-gaspump_nonpruned.png,False,False,True,160,7-gaspump,32pruned,nonpruned,0.0,0.0,0.0,none
3MJ28H2Y2MUROOTVCTDGL5L6EFWO5O,A1VMWZ4X201V7H,160_32pruned_7-gaspump_nonpruned.png,False,False,True,160,7-gaspump,32pruned,nonpruned,0.0,0.0,0.0,none
3MJ28H2Y2MUROOTVCTDGL5L6EFWO5O,ASY5AZCZEM04L,160_32pruned_7-gaspump_nonpruned.png,True,False,False,160,7-gaspump,32pruned,nonpruned,0.0,0.0,1.0,alg1
3X7837UUBLK96H2C1ZVG5FIKBGXJ6G,A2XD5QTL6H2LIY,447_nonpruned_6-garbagetruck_32pruned.png,True,False,False,447,6-garbagetruck,nonpruned,32pruned,1.0,0.0,0.0,alg1
3X7837UUBLK96H2C1ZVG5FIKBGXJ6G,A1J6B5XUULEITY,447_nonpruned_6-garbagetruck_32pruned.png,True,False,False,447,6-garbagetruck,nonpruned,32pruned,1.0,0.0,0.0,alg1
3X7837UUBLK96H2C1ZVG5FIKBGXJ6G,A19317A3X87NVM,447_nonpruned_6-garbagetruck_32pruned.png,True,False,False,447,6-garbagetruck,nonpruned,32pruned,1.0,0.0,0.0,alg1
3X7837UUBLK96H2C1ZVG5FIKBGXJ6G,A1VMWZ4X201V7H,447_nonpruned_6-garbagetruck_32pruned.png,True,False,False,447,6-garbagetruck,nonpruned,32pruned,1.0,0.0,0.0,alg1
3HXCEECSRUF1PGHMP4TUC0Q3TO3ZYH,A1J6B5XUULEITY,432_32pruned_5-frenchhorn_nonpruned.png,False,False,True,432,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
3HXCEECSRUF1PGHMP4TUC0Q3TO3ZYH,A3LTZ8MO60ENI3,432_32pruned_5-frenchhorn_nonpruned.png,False,False,True,432,5-frenchhorn,32pruned,nonpruned,0.0,0.0,0.0,none
