HITId,WorkerId,Input.image_url,Answer.algorithms.alg1,Answer.algorithms.alg2,Answer.algorithms.none,img_id,img_class,alg1,alg2,nonpruned,2pruned,32pruned,annotation_result
3B9J25CZ3DZRL1U3YKHXJG1H3VDCST,A12HQ561AI1UVY,189_32pruned_0-fish_nonpruned.png,False,True,False,189,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3B9J25CZ3DZRL1U3YKHXJG1H3VDCST,A3BGF5KQL2LINK,189_32pruned_0-fish_nonpruned.png,False,True,False,189,0-fish,32pruned,nonpruned,1.0,0.0,0.0,alg2
3B9J25CZ3DZRL1U3YKHXJG1H3VDCST,A2ZWWHY6ZEXC6L,189_32pruned_0-fish_nonpruned.png,False,False,True,189,0-fish,32pruned,nonpruned,0.0,0.0,0.0,none
3B9J25CZ3DZRL1U3YKHXJG1H3VDCST,A1LDS7OIWQ150C,189_32pruned_0-fish_nonpruned.png,True,False,False,189,0-fish,32pruned,nonpruned,0.0,0.0,1.0,alg1
33NKDW9FG54ZHIG2SUNKIOI9IAFCX1,A22FZZT4I6HVCO,85_2pruned_8-golfball_nonpruned.png,False,False,True,85,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
33NKDW9FG54ZHIG2SUNKIOI9IAFCX1,A19940RY4CF491,85_2pruned_8-golfball_nonpruned.png,False,False,True,85,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
33NKDW9FG54ZHIG2SUNKIOI9IAFCX1,ASTUVXX56HNU2,85_2pruned_8-golfball_nonpruned.png,False,False,True,85,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
33NKDW9FG54ZHIG2SUNKIOI9IAFCX1,A12HQ561AI1UVY,85_2pruned_8-golfball_nonpruned.png,False,False,True,85,8-golfball,2pruned,nonpruned,0.0,0.0,0.0,none
3ABAOCJ4SGQSH7RHJ5M6RCRSFLWMQW,A1BVLVYJUJJFD8,4_32pruned_6-garbagetruck_nonpruned.png,False,False,True,4,6-garbagetruck,32pruned,nonpruned,0.0,0.0,0.0,none
3ABAOCJ4SGQSH7RHJ5M6RCRSFLWMQW,A3DS9DP2JE8I4Z,4_32pruned_6-garbagetruck_nonpruned.png,True,False,False,4,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3ABAOCJ4SGQSH7RHJ5M6RCRSFLWMQW,A2H90QIP05I3LU,4_32pruned_6-garbagetruck_nonpruned.png,False,True,False,4,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
3ABAOCJ4SGQSH7RHJ5M6RCRSFLWMQW,A3U5D83UGFY23Y,4_32pruned_6-garbagetruck_nonpruned.png,True,False,False,4,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
31D0ZWOD1IL3RDDT542M3F5A8090AS,A12HQ561AI1UVY,470_nonpruned_9-parachute_32pruned.png,False,True,False,470,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
31D0ZWOD1IL3RDDT542M3F5A8090AS,A2G6O3F81FL149,470_nonpruned_9-parachute_32pruned.png,False,True,False,470,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
31D0ZWOD1IL3RDDT542M3F5A8090AS,A2H90QIP05I3LU,470_nonpruned_9-parachute_32pruned.png,False,True,False,470,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
31D0ZWOD1IL3RDDT542M3F5A8090AS,A2YZA00VJ8X6NQ,470_nonpruned_9-parachute_32pruned.png,False,True,False,470,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
3S1L4CQSG5RUOHSJ8ML76MSEE2YAF6,A1DRKZ3SCLAS4V,10_2pruned_5-frenchhorn_nonpruned.png,False,True,False,10,5-frenchhorn,2pruned,nonpruned,1.0,0.0,0.0,alg2
3S1L4CQSG5RUOHSJ8ML76MSEE2YAF6,A16GJM0YKW0D1D,10_2pruned_5-frenchhorn_nonpruned.png,False,False,True,10,5-frenchhorn,2pruned,nonpruned,0.0,0.0,0.0,none
3S1L4CQSG5RUOHSJ8ML76MSEE2YAF6,A1LDS7OIWQ150C,10_2pruned_5-frenchhorn_nonpruned.png,True,False,False,10,5-frenchhorn,2pruned,nonpruned,0.0,1.0,0.0,alg1
3S1L4CQSG5RUOHSJ8ML76MSEE2YAF6,AMP43R3RISC1J,10_2pruned_5-frenchhorn_nonpruned.png,False,False,True,10,5-frenchhorn,2pruned,nonpruned,0.0,0.0,0.0,none
36KM3FWE4ZYL8BFVY1Q2TO3K7S3071,A3DS9DP2JE8I4Z,122_nonpruned_0-fish_32pruned.png,True,False,False,122,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
36KM3FWE4ZYL8BFVY1Q2TO3K7S3071,ASTUVXX56HNU2,122_nonpruned_0-fish_32pruned.png,True,False,False,122,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
36KM3FWE4ZYL8BFVY1Q2TO3K7S3071,A1DKWZQE9XEMKC,122_nonpruned_0-fish_32pruned.png,True,False,False,122,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
36KM3FWE4ZYL8BFVY1Q2TO3K7S3071,A3O5DCGZE1T61D,122_nonpruned_0-fish_32pruned.png,True,False,False,122,0-fish,nonpruned,32pruned,1.0,0.0,0.0,alg1
3UQ1LLR27IUGO92FUXO51ZXYBYKALB,A22FZZT4I6HVCO,23_32pruned_6-garbagetruck_nonpruned.png,False,False,True,23,6-garbagetruck,32pruned,nonpruned,0.0,0.0,0.0,none
3UQ1LLR27IUGO92FUXO51ZXYBYKALB,A3DS9DP2JE8I4Z,23_32pruned_6-garbagetruck_nonpruned.png,False,True,False,23,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
3UQ1LLR27IUGO92FUXO51ZXYBYKALB,A1TL47GG4KBQPR,23_32pruned_6-garbagetruck_nonpruned.png,True,False,False,23,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3UQ1LLR27IUGO92FUXO51ZXYBYKALB,A9L1EHZG4JUZ0,23_32pruned_6-garbagetruck_nonpruned.png,True,False,False,23,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
35U0MRQMVRT8MI8AIKVTP3F5RDQOV7,A152S7LOEE5B38,15_nonpruned_9-parachute_2pruned.png,False,False,True,15,9-parachute,nonpruned,2pruned,0.0,0.0,0.0,none
35U0MRQMVRT8MI8AIKVTP3F5RDQOV7,A5YABFNDC9VUP,15_nonpruned_9-parachute_2pruned.png,False,False,True,15,9-parachute,nonpruned,2pruned,0.0,0.0,0.0,none
35U0MRQMVRT8MI8AIKVTP3F5RDQOV7,A5ILWEPMGPTZI,15_nonpruned_9-parachute_2pruned.png,False,False,True,15,9-parachute,nonpruned,2pruned,0.0,0.0,0.0,none
35U0MRQMVRT8MI8AIKVTP3F5RDQOV7,A3U5D83UGFY23Y,15_nonpruned_9-parachute_2pruned.png,False,True,False,15,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
3TLFH2L6ZHAF2JFGQRXHH8OHTNE2TZ,AMP43R3RISC1J,391_nonpruned_8-golfball_2pruned.png,False,True,False,391,8-golfball,nonpruned,2pruned,0.0,1.0,0.0,alg2
3TLFH2L6ZHAF2JFGQRXHH8OHTNE2TZ,AGZ3GHE3N634N,391_nonpruned_8-golfball_2pruned.png,False,False,True,391,8-golfball,nonpruned,2pruned,0.0,0.0,0.0,none
3TLFH2L6ZHAF2JFGQRXHH8OHTNE2TZ,A2H90QIP05I3LU,391_nonpruned_8-golfball_2pruned.png,False,True,False,391,8-golfball,nonpruned,2pruned,0.0,1.0,0.0,alg2
3TLFH2L6ZHAF2JFGQRXHH8OHTNE2TZ,ASTUVXX56HNU2,391_nonpruned_8-golfball_2pruned.png,False,False,True,391,8-golfball,nonpruned,2pruned,0.0,0.0,0.0,none
32FESTC2OPC70EM7NPCXYHJ5OSYCU9,A12HQ561AI1UVY,480_nonpruned_0-fish_2pruned.png,False,False,True,480,0-fish,nonpruned,2pruned,0.0,0.0,0.0,none
32FESTC2OPC70EM7NPCXYHJ5OSYCU9,A2H90QIP05I3LU,480_nonpruned_0-fish_2pruned.png,True,False,False,480,0-fish,nonpruned,2pruned,1.0,0.0,0.0,alg1
32FESTC2OPC70EM7NPCXYHJ5OSYCU9,ASTUVXX56HNU2,480_nonpruned_0-fish_2pruned.png,True,False,False,480,0-fish,nonpruned,2pruned,1.0,0.0,0.0,alg1
32FESTC2OPC70EM7NPCXYHJ5OSYCU9,A1WF1X8PQQJ2OQ,480_nonpruned_0-fish_2pruned.png,False,False,True,480,0-fish,nonpruned,2pruned,0.0,0.0,0.0,none
3S1L4CQSG5RUOHSJ8ML76MSEE2YFAB,AQY5VZ83IZ24,56_nonpruned_2-cassetteplayer_2pruned.png,True,False,False,56,2-cassetteplayer,nonpruned,2pruned,1.0,0.0,0.0,alg1
3S1L4CQSG5RUOHSJ8ML76MSEE2YFAB,A22FZZT4I6HVCO,56_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,56,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
3S1L4CQSG5RUOHSJ8ML76MSEE2YFAB,A8GARIHVLH97W,56_nonpruned_2-cassetteplayer_2pruned.png,True,False,False,56,2-cassetteplayer,nonpruned,2pruned,1.0,0.0,0.0,alg1
3S1L4CQSG5RUOHSJ8ML76MSEE2YFAB,A16GJM0YKW0D1D,56_nonpruned_2-cassetteplayer_2pruned.png,False,False,True,56,2-cassetteplayer,nonpruned,2pruned,0.0,0.0,0.0,none
39O6Z4JLYAJVGRM2JBIP8G6Y3HUXVK,A1TL47GG4KBQPR,17_nonpruned_4-church_32pruned.png,False,True,False,17,4-church,nonpruned,32pruned,0.0,0.0,1.0,alg2
39O6Z4JLYAJVGRM2JBIP8G6Y3HUXVK,AQY5VZ83IZ24,17_nonpruned_4-church_32pruned.png,True,False,False,17,4-church,nonpruned,32pruned,1.0,0.0,0.0,alg1
39O6Z4JLYAJVGRM2JBIP8G6Y3HUXVK,ASTUVXX56HNU2,17_nonpruned_4-church_32pruned.png,False,True,False,17,4-church,nonpruned,32pruned,0.0,0.0,1.0,alg2
39O6Z4JLYAJVGRM2JBIP8G6Y3HUXVK,A1YRC93NWD1TJA,17_nonpruned_4-church_32pruned.png,True,False,False,17,4-church,nonpruned,32pruned,1.0,0.0,0.0,alg1
3XUSYT70J1N1PKG5PETOTGDGT360DU,A2ZWWHY6ZEXC6L,166_nonpruned_5-frenchhorn_32pruned.png,False,False,True,166,5-frenchhorn,nonpruned,32pruned,0.0,0.0,0.0,none
3XUSYT70J1N1PKG5PETOTGDGT360DU,A32BUVD6WINH9U,166_nonpruned_5-frenchhorn_32pruned.png,False,True,False,166,5-frenchhorn,nonpruned,32pruned,0.0,0.0,1.0,alg2
3XUSYT70J1N1PKG5PETOTGDGT360DU,A2IDZJ32MGMK01,166_nonpruned_5-frenchhorn_32pruned.png,True,False,False,166,5-frenchhorn,nonpruned,32pruned,1.0,0.0,0.0,alg1
3XUSYT70J1N1PKG5PETOTGDGT360DU,AQY5VZ83IZ24,166_nonpruned_5-frenchhorn_32pruned.png,True,False,False,166,5-frenchhorn,nonpruned,32pruned,1.0,0.0,0.0,alg1
3RWSQDNYMH8PK89RJ27ZKN35BIBFFO,AZBGXVYME48RJ,45_nonpruned_1-dog_2pruned.png,True,False,False,45,1-dog,nonpruned,2pruned,1.0,0.0,0.0,alg1
3RWSQDNYMH8PK89RJ27ZKN35BIBFFO,A3BGF5KQL2LINK,45_nonpruned_1-dog_2pruned.png,False,True,False,45,1-dog,nonpruned,2pruned,0.0,1.0,0.0,alg2
3RWSQDNYMH8PK89RJ27ZKN35BIBFFO,A16GJM0YKW0D1D,45_nonpruned_1-dog_2pruned.png,False,True,False,45,1-dog,nonpruned,2pruned,0.0,1.0,0.0,alg2
3RWSQDNYMH8PK89RJ27ZKN35BIBFFO,A38R9ZD1L38PYO,45_nonpruned_1-dog_2pruned.png,False,True,False,45,1-dog,nonpruned,2pruned,0.0,1.0,0.0,alg2
3J94SKDELQB0KR26MKZ0AB97ABH5DK,A2YFSL538WACR8,491_nonpruned_9-parachute_32pruned.png,False,True,False,491,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
3J94SKDELQB0KR26MKZ0AB97ABH5DK,AMP43R3RISC1J,491_nonpruned_9-parachute_32pruned.png,False,True,False,491,9-parachute,nonpruned,32pruned,0.0,0.0,1.0,alg2
3J94SKDELQB0KR26MKZ0AB97ABH5DK,A69HWH4QYTZ19,491_nonpruned_9-parachute_32pruned.png,True,False,False,491,9-parachute,nonpruned,32pruned,1.0,0.0,0.0,alg1
3J94SKDELQB0KR26MKZ0AB97ABH5DK,A1KIL98F8LTUEF,491_nonpruned_9-parachute_32pruned.png,True,False,False,491,9-parachute,nonpruned,32pruned,1.0,0.0,0.0,alg1
3D5G8J4N6IQOZADIE1HSJDLSQL7TVY,A2FQYXUQ7F8IKK,393_32pruned_6-garbagetruck_nonpruned.png,True,False,False,393,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3D5G8J4N6IQOZADIE1HSJDLSQL7TVY,A9E9L9MWEZOPN,393_32pruned_6-garbagetruck_nonpruned.png,True,False,False,393,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3D5G8J4N6IQOZADIE1HSJDLSQL7TVY,A3TKUXUTDX6FBF,393_32pruned_6-garbagetruck_nonpruned.png,True,False,False,393,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
3D5G8J4N6IQOZADIE1HSJDLSQL7TVY,A382OPA6G1896W,393_32pruned_6-garbagetruck_nonpruned.png,True,False,False,393,6-garbagetruck,32pruned,nonpruned,0.0,0.0,1.0,alg1
37Y5RYYI1XRFOZ5YPGDKXTMR4D0XSF,A1VMWZ4X201V7H,357_32pruned_7-gaspump_nonpruned.png,False,False,True,357,7-gaspump,32pruned,nonpruned,0.0,0.0,0.0,none
37Y5RYYI1XRFOZ5YPGDKXTMR4D0XSF,A2IDZJ32MGMK01,357_32pruned_7-gaspump_nonpruned.png,True,False,False,357,7-gaspump,32pruned,nonpruned,0.0,0.0,1.0,alg1
37Y5RYYI1XRFOZ5YPGDKXTMR4D0XSF,A2MRHI9MYSZ37U,357_32pruned_7-gaspump_nonpruned.png,False,True,False,357,7-gaspump,32pruned,nonpruned,1.0,0.0,0.0,alg2
37Y5RYYI1XRFOZ5YPGDKXTMR4D0XSF,A26V8QMPU25JGC,357_32pruned_7-gaspump_nonpruned.png,True,False,False,357,7-gaspump,32pruned,nonpruned,0.0,0.0,1.0,alg1
3NSCTNUR3792MKZU2A8YKA11P8K5AI,A2H90QIP05I3LU,275_2pruned_4-church_nonpruned.png,False,True,False,275,4-church,2pruned,nonpruned,1.0,0.0,0.0,alg2
3NSCTNUR3792MKZU2A8YKA11P8K5AI,A2KI119C3LYEFY,275_2pruned_4-church_nonpruned.png,False,True,False,275,4-church,2pruned,nonpruned,1.0,0.0,0.0,alg2
3NSCTNUR3792MKZU2A8YKA11P8K5AI,AIVH7XIK7SHL,275_2pruned_4-church_nonpruned.png,True,False,False,275,4-church,2pruned,nonpruned,0.0,1.0,0.0,alg1
3NSCTNUR3792MKZU2A8YKA11P8K5AI,A32BUVD6WINH9U,275_2pruned_4-church_nonpruned.png,False,True,False,275,4-church,2pruned,nonpruned,1.0,0.0,0.0,alg2
372AGES0JCR3NK5LARDF7JHVIBHXRR,A9L1EHZG4JUZ0,102_32pruned_6-garbagetruck_nonpruned.png,False,True,False,102,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
372AGES0JCR3NK5LARDF7JHVIBHXRR,A21B0D0MW8P312,102_32pruned_6-garbagetruck_nonpruned.png,False,True,False,102,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
372AGES0JCR3NK5LARDF7JHVIBHXRR,A3TKUXUTDX6FBF,102_32pruned_6-garbagetruck_nonpruned.png,False,True,False,102,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
372AGES0JCR3NK5LARDF7JHVIBHXRR,A2H1RXUC8XNNIW,102_32pruned_6-garbagetruck_nonpruned.png,False,True,False,102,6-garbagetruck,32pruned,nonpruned,1.0,0.0,0.0,alg2
3I01FDIL7UU8LUJJ41X2C46VQ1QD2R,A26V8QMPU25JGC,322_nonpruned_3-chainsaw_2pruned.png,True,False,False,322,3-chainsaw,nonpruned,2pruned,1.0,0.0,0.0,alg1
3I01FDIL7UU8LUJJ41X2C46VQ1QD2R,A2ECHY8E6SX7KP,322_nonpruned_3-chainsaw_2pruned.png,True,False,False,322,3-chainsaw,nonpruned,2pruned,1.0,0.0,0.0,alg1
3I01FDIL7UU8LUJJ41X2C46VQ1QD2R,A8GARIHVLH97W,322_nonpruned_3-chainsaw_2pruned.png,True,False,False,322,3-chainsaw,nonpruned,2pruned,1.0,0.0,0.0,alg1
3I01FDIL7UU8LUJJ41X2C46VQ1QD2R,ASTUVXX56HNU2,322_nonpruned_3-chainsaw_2pruned.png,False,True,False,322,3-chainsaw,nonpruned,2pruned,0.0,1.0,0.0,alg2
3AXFSPQOZYK5PAVN2SYKZLVX4PSFJR,A69HWH4QYTZ19,177_nonpruned_0-fish_2pruned.png,False,True,False,177,0-fish,nonpruned,2pruned,0.0,1.0,0.0,alg2
3AXFSPQOZYK5PAVN2SYKZLVX4PSFJR,AJ9IY4IHOGB8,177_nonpruned_0-fish_2pruned.png,False,True,False,177,0-fish,nonpruned,2pruned,0.0,1.0,0.0,alg2
3AXFSPQOZYK5PAVN2SYKZLVX4PSFJR,A2QTGI77BS09OT,177_nonpruned_0-fish_2pruned.png,False,True,False,177,0-fish,nonpruned,2pruned,0.0,1.0,0.0,alg2
3AXFSPQOZYK5PAVN2SYKZLVX4PSFJR,A2IDZJ32MGMK01,177_nonpruned_0-fish_2pruned.png,True,False,False,177,0-fish,nonpruned,2pruned,1.0,0.0,0.0,alg1
329E6HTMT4O5KILC0IXUZR6DGONK3M,A2ECHY8E6SX7KP,67_nonpruned_7-gaspump_2pruned.png,True,False,False,67,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
329E6HTMT4O5KILC0IXUZR6DGONK3M,A2KI119C3LYEFY,67_nonpruned_7-gaspump_2pruned.png,False,True,False,67,7-gaspump,nonpruned,2pruned,0.0,1.0,0.0,alg2
329E6HTMT4O5KILC0IXUZR6DGONK3M,A2HNFX7M18N1JI,67_nonpruned_7-gaspump_2pruned.png,True,False,False,67,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
329E6HTMT4O5KILC0IXUZR6DGONK3M,A1KFN387PP26GB,67_nonpruned_7-gaspump_2pruned.png,False,False,True,67,7-gaspump,nonpruned,2pruned,0.0,0.0,0.0,none
36JW4WBR1E69Y40XESVZN8FIRXOFHM,A8GARIHVLH97W,496_nonpruned_7-gaspump_32pruned.png,False,True,False,496,7-gaspump,nonpruned,32pruned,0.0,0.0,1.0,alg2
36JW4WBR1E69Y40XESVZN8FIRXOFHM,AGZ3GHE3N634N,496_nonpruned_7-gaspump_32pruned.png,True,False,False,496,7-gaspump,nonpruned,32pruned,1.0,0.0,0.0,alg1
36JW4WBR1E69Y40XESVZN8FIRXOFHM,A2IDZJ32MGMK01,496_nonpruned_7-gaspump_32pruned.png,True,False,False,496,7-gaspump,nonpruned,32pruned,1.0,0.0,0.0,alg1
36JW4WBR1E69Y40XESVZN8FIRXOFHM,A2KLWSLNAXJUAZ,496_nonpruned_7-gaspump_32pruned.png,False,True,False,496,7-gaspump,nonpruned,32pruned,0.0,0.0,1.0,alg2
31KPKEKW5IZ8ANILBI2IYQPGQIU0BN,A3U5D83UGFY23Y,319_nonpruned_9-parachute_2pruned.png,False,True,False,319,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
31KPKEKW5IZ8ANILBI2IYQPGQIU0BN,AGZ3GHE3N634N,319_nonpruned_9-parachute_2pruned.png,False,False,True,319,9-parachute,nonpruned,2pruned,0.0,0.0,0.0,none
31KPKEKW5IZ8ANILBI2IYQPGQIU0BN,A2H90QIP05I3LU,319_nonpruned_9-parachute_2pruned.png,False,True,False,319,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
31KPKEKW5IZ8ANILBI2IYQPGQIU0BN,A382OPA6G1896W,319_nonpruned_9-parachute_2pruned.png,False,True,False,319,9-parachute,nonpruned,2pruned,0.0,1.0,0.0,alg2
3DZKABX20QR7DTB7SFM2U3LO2Z6VCG,A2MRHI9MYSZ37U,266_nonpruned_3-chainsaw_32pruned.png,True,False,False,266,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3DZKABX20QR7DTB7SFM2U3LO2Z6VCG,A1KIL98F8LTUEF,266_nonpruned_3-chainsaw_32pruned.png,False,True,False,266,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
3DZKABX20QR7DTB7SFM2U3LO2Z6VCG,A3BGF5KQL2LINK,266_nonpruned_3-chainsaw_32pruned.png,True,False,False,266,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3DZKABX20QR7DTB7SFM2U3LO2Z6VCG,A16GJM0YKW0D1D,266_nonpruned_3-chainsaw_32pruned.png,False,True,False,266,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
31HLTCK4CTHKU5RCU1ILKU630RYVGQ,A5ILWEPMGPTZI,37_nonpruned_8-golfball_32pruned.png,False,False,True,37,8-golfball,nonpruned,32pruned,0.0,0.0,0.0,none
31HLTCK4CTHKU5RCU1ILKU630RYVGQ,ABFUA4G6AKXAC,37_nonpruned_8-golfball_32pruned.png,False,False,True,37,8-golfball,nonpruned,32pruned,0.0,0.0,0.0,none
31HLTCK4CTHKU5RCU1ILKU630RYVGQ,A2IDZJ32MGMK01,37_nonpruned_8-golfball_32pruned.png,True,False,False,37,8-golfball,nonpruned,32pruned,1.0,0.0,0.0,alg1
31HLTCK4CTHKU5RCU1ILKU630RYVGQ,A3K4AUYZSBX12E,37_nonpruned_8-golfball_32pruned.png,True,False,False,37,8-golfball,nonpruned,32pruned,1.0,0.0,0.0,alg1
3QX22DUVPW3KMFNY54GGXZQ0WDAVMY,A36YTOIR4BJD73,432_nonpruned_5-frenchhorn_2pruned.png,False,False,True,432,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3QX22DUVPW3KMFNY54GGXZQ0WDAVMY,A3SMPG1SKJSLQW,432_nonpruned_5-frenchhorn_2pruned.png,False,False,True,432,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3QX22DUVPW3KMFNY54GGXZQ0WDAVMY,A1D05CRIL71R4R,432_nonpruned_5-frenchhorn_2pruned.png,False,False,True,432,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
3QX22DUVPW3KMFNY54GGXZQ0WDAVMY,A3TKUXUTDX6FBF,432_nonpruned_5-frenchhorn_2pruned.png,False,False,True,432,5-frenchhorn,nonpruned,2pruned,0.0,0.0,0.0,none
389A2A305W4RKSARPIYD9AVY83U0CU,A2H90QIP05I3LU,122_2pruned_0-fish_nonpruned.png,True,False,False,122,0-fish,2pruned,nonpruned,0.0,1.0,0.0,alg1
389A2A305W4RKSARPIYD9AVY83U0CU,A1KIL98F8LTUEF,122_2pruned_0-fish_nonpruned.png,False,True,False,122,0-fish,2pruned,nonpruned,1.0,0.0,0.0,alg2
389A2A305W4RKSARPIYD9AVY83U0CU,A1D05CRIL71R4R,122_2pruned_0-fish_nonpruned.png,False,True,False,122,0-fish,2pruned,nonpruned,1.0,0.0,0.0,alg2
389A2A305W4RKSARPIYD9AVY83U0CU,A3J5MWXU1NQQ3N,122_2pruned_0-fish_nonpruned.png,False,True,False,122,0-fish,2pruned,nonpruned,1.0,0.0,0.0,alg2
3OKP4QVBQAJ02HOEJ6RPO7SQFHYAG5,AY6AVORZT6ILW,39_nonpruned_3-chainsaw_32pruned.png,False,True,False,39,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
3OKP4QVBQAJ02HOEJ6RPO7SQFHYAG5,A2HNFX7M18N1JI,39_nonpruned_3-chainsaw_32pruned.png,True,False,False,39,3-chainsaw,nonpruned,32pruned,1.0,0.0,0.0,alg1
3OKP4QVBQAJ02HOEJ6RPO7SQFHYAG5,ABHYV4JBUVOYS,39_nonpruned_3-chainsaw_32pruned.png,False,True,False,39,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
3OKP4QVBQAJ02HOEJ6RPO7SQFHYAG5,A3NEYKL8WJUZI9,39_nonpruned_3-chainsaw_32pruned.png,False,True,False,39,3-chainsaw,nonpruned,32pruned,0.0,0.0,1.0,alg2
3LB1BGHFMAI5348NJC4CQCPM829TY7,A3TKUXUTDX6FBF,52_nonpruned_7-gaspump_2pruned.png,True,False,False,52,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
3LB1BGHFMAI5348NJC4CQCPM829TY7,A1LDS7OIWQ150C,52_nonpruned_7-gaspump_2pruned.png,True,False,False,52,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
3LB1BGHFMAI5348NJC4CQCPM829TY7,A382OPA6G1896W,52_nonpruned_7-gaspump_2pruned.png,True,False,False,52,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
3LB1BGHFMAI5348NJC4CQCPM829TY7,A2YFSL538WACR8,52_nonpruned_7-gaspump_2pruned.png,True,False,False,52,7-gaspump,nonpruned,2pruned,1.0,0.0,0.0,alg1
3AJA9FLWTKK9UZBHKADKNKGXRA3FIF,A36YTOIR4BJD73,215_nonpruned_4-church_2pruned.png,False,False,True,215,4-church,nonpruned,2pruned,0.0,0.0,0.0,none
3AJA9FLWTKK9UZBHKADKNKGXRA3FIF,AIVH7XIK7SHL,215_nonpruned_4-church_2pruned.png,False,True,False,215,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
3AJA9FLWTKK9UZBHKADKNKGXRA3FIF,A1YRC93NWD1TJA,215_nonpruned_4-church_2pruned.png,False,False,True,215,4-church,nonpruned,2pruned,0.0,0.0,0.0,none
3AJA9FLWTKK9UZBHKADKNKGXRA3FIF,A2H90QIP05I3LU,215_nonpruned_4-church_2pruned.png,False,True,False,215,4-church,nonpruned,2pruned,0.0,1.0,0.0,alg2
37OPIVELV2PE2DJP3C97974RUHBAH4,A2KI119C3LYEFY,373_nonpruned_1-dog_32pruned.png,True,False,False,373,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
37OPIVELV2PE2DJP3C97974RUHBAH4,A8X12RUYRWGXF,373_nonpruned_1-dog_32pruned.png,False,False,True,373,1-dog,nonpruned,32pruned,0.0,0.0,0.0,none
37OPIVELV2PE2DJP3C97974RUHBAH4,A1LJC9H6QR2LV1,373_nonpruned_1-dog_32pruned.png,True,False,False,373,1-dog,nonpruned,32pruned,1.0,0.0,0.0,alg1
37OPIVELV2PE2DJP3C97974RUHBAH4,ASTUVXX56HNU2,373_nonpruned_1-dog_32pruned.png,False,False,True,373,1-dog,nonpruned,32pruned,0.0,0.0,0.0,none
3L55D8AUGIJOHN6CXQ9M12PIKG9CY7,A2IHVE0DXGYY5,386_32pruned_4-church_nonpruned.png,True,False,False,386,4-church,32pruned,nonpruned,0.0,0.0,1.0,alg1
3L55D8AUGIJOHN6CXQ9M12PIKG9CY7,A1KIL98F8LTUEF,386_32pruned_4-church_nonpruned.png,True,False,False,386,4-church,32pruned,nonpruned,0.0,0.0,1.0,alg1
3L55D8AUGIJOHN6CXQ9M12PIKG9CY7,A2HNFX7M18N1JI,386_32pruned_4-church_nonpruned.png,False,True,False,386,4-church,32pruned,nonpruned,1.0,0.0,0.0,alg2
