HITId,WorkerId,Input.image_url,Answer.classes.0-fish,Answer.classes.1-dog,Answer.classes.2-cassetteplayer,Answer.classes.3-chainsaw,Answer.classes.4-church,Answer.classes.5-frenchhorn,Answer.classes.6-garbagetruck,Answer.classes.7-gaspump,Answer.classes.8-golfball,Answer.classes.9-parachute,Answer.classes.none,img_id,img_class,algorithm,correct,img_answer
3VGZ74AYUO2OVWLC3KNGU2IEF54CG0,A3OSGBQXGDDRT5,90_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,90,3-chainsaw,2pruned,1.0,3-chainsaw
3VGZ74AYUO2OVWLC3KNGU2IEF54CG0,A3P2O37EDC1H9V,90_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,90,3-chainsaw,2pruned,1.0,3-chainsaw
3BAWBGQGZTL11CGB1YEREHTA1917VR,A2JMEQ3KQFQCRM,493_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,493,8-golfball,nonpruned,1.0,8-golfball
3BAWBGQGZTL11CGB1YEREHTA1917VR,A3A1PY8GLGYRR5,493_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,493,8-golfball,nonpruned,1.0,8-golfball
3BAWBGQGZTL11CGB1YEREHTA1917VR,A3P2O37EDC1H9V,493_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,493,8-golfball,nonpruned,1.0,8-golfball
3BAWBGQGZTL11CGB1YEREHTA1917VR,A8289AEOKHKV4,493_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,493,8-golfball,nonpruned,1.0,8-golfball
3BAWBGQGZTL11CGB1YEREHTA1917VR,A1AIHIAGUW2F8W,493_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,493,8-golfball,nonpruned,1.0,8-golfball
37G6BXQPMY7U5JZ427YNE4MJ64QEQQ,A3GCVJINCZ758Y,207_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,207,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
37G6BXQPMY7U5JZ427YNE4MJ64QEQQ,AOBXYA3PWHSY8,207_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,207,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
37G6BXQPMY7U5JZ427YNE4MJ64QEQQ,A2X52OGT1GI4SJ,207_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,207,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
37G6BXQPMY7U5JZ427YNE4MJ64QEQQ,A3DMT9RYTT0K0N,207_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,207,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
37G6BXQPMY7U5JZ427YNE4MJ64QEQQ,A1G94QON7A9K0N,207_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,207,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3Z3R5YC0QB9Z3DRSEMCO1RI62C4FTN,AFHS2E60LZC6X,47_4-church_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,47,4-church,nonpruned,0.0,none
3Z3R5YC0QB9Z3DRSEMCO1RI62C4FTN,A3P2O37EDC1H9V,47_4-church_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,47,4-church,nonpruned,0.0,none
3Z3R5YC0QB9Z3DRSEMCO1RI62C4FTN,A3VMJIW0DP7007,47_4-church_nonpruned.png,False,False,False,False,True,False,False,False,False,False,False,47,4-church,nonpruned,1.0,4-church
3Z3R5YC0QB9Z3DRSEMCO1RI62C4FTN,ARUXF7MD6PFIJ,47_4-church_nonpruned.png,False,False,False,False,True,False,False,False,False,False,False,47,4-church,nonpruned,1.0,4-church
3Z3R5YC0QB9Z3DRSEMCO1RI62C4FTN,ADQHGQF65JJ08,47_4-church_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,47,4-church,nonpruned,0.0,none
3D42WVSDIGHVKZQMOSZN98ALHEMYFV,A1DOJTVB7GXJH7,233_8-golfball_2pruned.png,False,False,False,False,False,False,False,False,True,False,False,233,8-golfball,2pruned,1.0,8-golfball
3D42WVSDIGHVKZQMOSZN98ALHEMYFV,A3DS9DP2JE8I4Z,233_8-golfball_2pruned.png,False,False,False,False,False,False,False,False,True,False,False,233,8-golfball,2pruned,1.0,8-golfball
3D42WVSDIGHVKZQMOSZN98ALHEMYFV,A3DMT9RYTT0K0N,233_8-golfball_2pruned.png,False,False,False,False,False,False,False,False,True,False,False,233,8-golfball,2pruned,1.0,8-golfball
3D42WVSDIGHVKZQMOSZN98ALHEMYFV,A21S5KBNLY5YZB,233_8-golfball_2pruned.png,False,False,False,False,False,False,False,False,True,False,False,233,8-golfball,2pruned,1.0,8-golfball
3D42WVSDIGHVKZQMOSZN98ALHEMYFV,A3P2O37EDC1H9V,233_8-golfball_2pruned.png,False,False,False,False,False,False,False,False,True,False,False,233,8-golfball,2pruned,1.0,8-golfball
3ZXV7Q5FKJAIHWPHS0HYCHI2EQ4CF1,A3A1PY8GLGYRR5,353_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,353,1-dog,2pruned,1.0,1-dog
3ZXV7Q5FKJAIHWPHS0HYCHI2EQ4CF1,A121A9VXAC6JUQ,353_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,353,1-dog,2pruned,1.0,1-dog
3ZXV7Q5FKJAIHWPHS0HYCHI2EQ4CF1,A1DOJTVB7GXJH7,353_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,353,1-dog,2pruned,1.0,1-dog
3ZXV7Q5FKJAIHWPHS0HYCHI2EQ4CF1,AFHS2E60LZC6X,353_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,353,1-dog,2pruned,1.0,1-dog
3ZXV7Q5FKJAIHWPHS0HYCHI2EQ4CF1,A3P2O37EDC1H9V,353_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,353,1-dog,2pruned,1.0,1-dog
31YWE12TF8YT51L61DF922QVHK97XU,A1GC6CN3F0IHWN,426_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,426,6-garbagetruck,nonpruned,1.0,6-garbagetruck
31YWE12TF8YT51L61DF922QVHK97XU,A1DOJTVB7GXJH7,426_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,426,6-garbagetruck,nonpruned,1.0,6-garbagetruck
31YWE12TF8YT51L61DF922QVHK97XU,A1MEEY4M9GP8BX,426_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,426,6-garbagetruck,nonpruned,1.0,6-garbagetruck
31YWE12TF8YT51L61DF922QVHK97XU,A21S5KBNLY5YZB,426_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,426,6-garbagetruck,nonpruned,1.0,6-garbagetruck
31YWE12TF8YT51L61DF922QVHK97XU,A3A1PY8GLGYRR5,426_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,426,6-garbagetruck,nonpruned,1.0,6-garbagetruck
30ZKOOGW34S3Y2YB1N6MHKOKDD0A1W,A3P2O37EDC1H9V,435_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,435,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
30ZKOOGW34S3Y2YB1N6MHKOKDD0A1W,A1MEEY4M9GP8BX,435_2-cassetteplayer_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,435,2-cassetteplayer,2pruned,0.0,none
30ZKOOGW34S3Y2YB1N6MHKOKDD0A1W,AH7HOR5RFS652,435_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,435,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
30ZKOOGW34S3Y2YB1N6MHKOKDD0A1W,A3VMJIW0DP7007,435_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,435,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
30ZKOOGW34S3Y2YB1N6MHKOKDD0A1W,A1GC6CN3F0IHWN,435_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,435,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3LG268AV4GSUHKE4FMNNJUWO2QSERR,A1796F2LPD1FCL,37_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,37,8-golfball,nonpruned,1.0,8-golfball
3LG268AV4GSUHKE4FMNNJUWO2QSERR,A2YNPKYEFDZ6C9,37_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,37,8-golfball,nonpruned,1.0,8-golfball
3LG268AV4GSUHKE4FMNNJUWO2QSERR,A29CNQYJWMJ7G9,37_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,37,8-golfball,nonpruned,1.0,8-golfball
3LG268AV4GSUHKE4FMNNJUWO2QSERR,A3P2O37EDC1H9V,37_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,37,8-golfball,nonpruned,1.0,8-golfball
3LG268AV4GSUHKE4FMNNJUWO2QSERR,A3GCVJINCZ758Y,37_8-golfball_nonpruned.png,False,False,False,False,False,False,False,False,True,False,False,37,8-golfball,nonpruned,1.0,8-golfball
3IHWR4LC8LZ0FK1UCW7EDSZB4RBI8S,A121A9VXAC6JUQ,354_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,354,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3IHWR4LC8LZ0FK1UCW7EDSZB4RBI8S,A22613LATQKY0C,354_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,354,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3IHWR4LC8LZ0FK1UCW7EDSZB4RBI8S,A1M9V2YS4P0PJY,354_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,354,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3IHWR4LC8LZ0FK1UCW7EDSZB4RBI8S,A1MEEY4M9GP8BX,354_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,354,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3IHWR4LC8LZ0FK1UCW7EDSZB4RBI8S,A1DOJTVB7GXJH7,354_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,354,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3VGET1QS08LEG1GGR8JN0JCO8I37W1,A2PK2UX3AECX9U,308_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,308,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3VGET1QS08LEG1GGR8JN0JCO8I37W1,AKDB2G1IT34PH,308_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,308,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3VGET1QS08LEG1GGR8JN0JCO8I37W1,A3VMJIW0DP7007,308_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,308,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3VGET1QS08LEG1GGR8JN0JCO8I37W1,AKSJ3C5O3V9RB,308_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,308,6-garbagetruck,nonpruned,1.0,6-garbagetruck
3VGET1QS08LEG1GGR8JN0JCO8I37W1,AOBXYA3PWHSY8,308_6-garbagetruck_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,308,6-garbagetruck,nonpruned,0.0,none
3J94SKDELQB0KR26MKZ0AB97AW25DB,AU26PZZBE7NKF,8_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3J94SKDELQB0KR26MKZ0AB97AW25DB,A3K1P4SPR8XS7R,8_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3J94SKDELQB0KR26MKZ0AB97AW25DB,A1GC6CN3F0IHWN,8_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3J94SKDELQB0KR26MKZ0AB97AW25DB,A3A1PY8GLGYRR5,8_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3J94SKDELQB0KR26MKZ0AB97AW25DB,A38GSW5JQW6NVB,8_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,8,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3UV0D2KX2U5FMSC2ZLBGTJ6EMDNF4R,A2PK2UX3AECX9U,104_3-chainsaw_2pruned.png,False,False,False,False,False,False,False,True,False,False,False,104,3-chainsaw,2pruned,0.0,7-gaspump
3UV0D2KX2U5FMSC2ZLBGTJ6EMDNF4R,A3O6D3HPXD0H8I,104_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,104,3-chainsaw,2pruned,1.0,3-chainsaw
3UV0D2KX2U5FMSC2ZLBGTJ6EMDNF4R,A1DOJTVB7GXJH7,104_3-chainsaw_2pruned.png,False,False,False,False,False,False,True,False,False,False,False,104,3-chainsaw,2pruned,0.0,6-garbagetruck
3UV0D2KX2U5FMSC2ZLBGTJ6EMDNF4R,A3P2O37EDC1H9V,104_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,104,3-chainsaw,2pruned,1.0,3-chainsaw
3UV0D2KX2U5FMSC2ZLBGTJ6EMDNF4R,A21S5KBNLY5YZB,104_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,104,3-chainsaw,2pruned,1.0,3-chainsaw
39N6W9XWSL91YZMHZC55RTAXITMYGU,A2X52OGT1GI4SJ,73_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,73,1-dog,2pruned,1.0,1-dog
39N6W9XWSL91YZMHZC55RTAXITMYGU,A8289AEOKHKV4,73_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,73,1-dog,2pruned,1.0,1-dog
39N6W9XWSL91YZMHZC55RTAXITMYGU,A1BZNPQ0H7ZSER,73_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,73,1-dog,2pruned,1.0,1-dog
39N6W9XWSL91YZMHZC55RTAXITMYGU,ADQHGQF65JJ08,73_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,73,1-dog,2pruned,1.0,1-dog
39N6W9XWSL91YZMHZC55RTAXITMYGU,A3P2O37EDC1H9V,73_1-dog_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,73,1-dog,2pruned,1.0,1-dog
35YHTYFL2OPEG5VHJHC3296RZXKFV3,A4VGL8HEEEG9P,154_9-parachute_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,154,9-parachute,nonpruned,0.0,none
35YHTYFL2OPEG5VHJHC3296RZXKFV3,ADQHGQF65JJ08,154_9-parachute_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,154,9-parachute,nonpruned,0.0,none
35YHTYFL2OPEG5VHJHC3296RZXKFV3,A3TYCJO2DG3RMH,154_9-parachute_nonpruned.png,False,False,False,False,False,False,False,False,False,True,False,154,9-parachute,nonpruned,1.0,9-parachute
35YHTYFL2OPEG5VHJHC3296RZXKFV3,A3DS9DP2JE8I4Z,154_9-parachute_nonpruned.png,False,False,False,False,False,False,False,False,False,True,False,154,9-parachute,nonpruned,1.0,9-parachute
35YHTYFL2OPEG5VHJHC3296RZXKFV3,A3GCVJINCZ758Y,154_9-parachute_nonpruned.png,False,False,False,False,False,False,False,False,False,True,False,154,9-parachute,nonpruned,1.0,9-parachute
3OYHVNTV61KU67EYJGHMNU4OB04OKC,A1BZNPQ0H7ZSER,97_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,97,3-chainsaw,2pruned,1.0,3-chainsaw
3OYHVNTV61KU67EYJGHMNU4OB04OKC,A34DYM8J0X5VK,97_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,97,3-chainsaw,2pruned,1.0,3-chainsaw
3OYHVNTV61KU67EYJGHMNU4OB04OKC,APO5T6QKLN5DA,97_3-chainsaw_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,97,3-chainsaw,2pruned,0.0,none
3OYHVNTV61KU67EYJGHMNU4OB04OKC,ADQHGQF65JJ08,97_3-chainsaw_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,97,3-chainsaw,2pruned,0.0,none
3OYHVNTV61KU67EYJGHMNU4OB04OKC,AKDB2G1IT34PH,97_3-chainsaw_2pruned.png,False,False,False,True,False,False,False,False,False,False,False,97,3-chainsaw,2pruned,1.0,3-chainsaw
3VZYA8PIUWK6L71CA8B5V4POG7T05D,A3GCVJINCZ758Y,478_3-chainsaw_nonpruned.png,False,False,False,True,False,False,False,False,False,False,False,478,3-chainsaw,nonpruned,1.0,3-chainsaw
3VZYA8PIUWK6L71CA8B5V4POG7T05D,AU26PZZBE7NKF,478_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,478,3-chainsaw,nonpruned,0.0,none
3VZYA8PIUWK6L71CA8B5V4POG7T05D,A29CNQYJWMJ7G9,478_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,478,3-chainsaw,nonpruned,0.0,none
3VZYA8PIUWK6L71CA8B5V4POG7T05D,A4HAQO3W6WWYO,478_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,478,3-chainsaw,nonpruned,0.0,none
3VZYA8PIUWK6L71CA8B5V4POG7T05D,A34DYM8J0X5VK,478_3-chainsaw_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,478,3-chainsaw,nonpruned,0.0,none
3GITHABAD67H76AWTVB589IP4QD2NP,A3K1P4SPR8XS7R,126_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,126,7-gaspump,nonpruned,1.0,7-gaspump
3GITHABAD67H76AWTVB589IP4QD2NP,ARUXF7MD6PFIJ,126_7-gaspump_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,126,7-gaspump,nonpruned,0.0,6-garbagetruck
3GITHABAD67H76AWTVB589IP4QD2NP,AGA1PIIWM8I8D,126_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,126,7-gaspump,nonpruned,1.0,7-gaspump
3GITHABAD67H76AWTVB589IP4QD2NP,A30FOPPL2JP6XE,126_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,True,False,False,False,126,7-gaspump,nonpruned,1.0,7-gaspump
3GITHABAD67H76AWTVB589IP4QD2NP,A1MEEY4M9GP8BX,126_7-gaspump_nonpruned.png,False,False,False,False,False,False,False,False,False,False,True,126,7-gaspump,nonpruned,0.0,none
3SR6AEG6XDFFYVHSJINNCTMYXTZYHT,A3DMT9RYTT0K0N,225_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,225,0-fish,2pruned,1.0,0-fish
3SR6AEG6XDFFYVHSJINNCTMYXTZYHT,A3DS9DP2JE8I4Z,225_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,225,0-fish,2pruned,1.0,0-fish
3SR6AEG6XDFFYVHSJINNCTMYXTZYHT,A8289AEOKHKV4,225_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,225,0-fish,2pruned,1.0,0-fish
3SR6AEG6XDFFYVHSJINNCTMYXTZYHT,A121A9VXAC6JUQ,225_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,225,0-fish,2pruned,1.0,0-fish
3SR6AEG6XDFFYVHSJINNCTMYXTZYHT,A4HAQO3W6WWYO,225_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,225,0-fish,2pruned,1.0,0-fish
3EKZL9T8ZG82VSGNNQ5YF2UFU5HCHZ,A1GC6CN3F0IHWN,158_2-cassetteplayer_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,158,2-cassetteplayer,2pruned,0.0,none
3EKZL9T8ZG82VSGNNQ5YF2UFU5HCHZ,A34DYM8J0X5VK,158_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,158,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3EKZL9T8ZG82VSGNNQ5YF2UFU5HCHZ,A3P2O37EDC1H9V,158_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,158,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3EKZL9T8ZG82VSGNNQ5YF2UFU5HCHZ,A121A9VXAC6JUQ,158_2-cassetteplayer_2pruned.png,False,False,False,False,True,False,False,False,False,False,False,158,2-cassetteplayer,2pruned,0.0,4-church
3EKZL9T8ZG82VSGNNQ5YF2UFU5HCHZ,A3VMJIW0DP7007,158_2-cassetteplayer_2pruned.png,False,False,True,False,False,False,False,False,False,False,False,158,2-cassetteplayer,2pruned,1.0,2-cassetteplayer
3WGCNLZJLNU1W91NLXXO7LWQYGXD11,A3TYCJO2DG3RMH,439_0-fish_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,439,0-fish,2pruned,0.0,none
3WGCNLZJLNU1W91NLXXO7LWQYGXD11,A26K2GFZGZQS8M,439_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,439,0-fish,2pruned,1.0,0-fish
3WGCNLZJLNU1W91NLXXO7LWQYGXD11,A3GCVJINCZ758Y,439_0-fish_2pruned.png,False,False,False,False,False,False,False,False,False,False,True,439,0-fish,2pruned,0.0,none
3WGCNLZJLNU1W91NLXXO7LWQYGXD11,ARUXF7MD6PFIJ,439_0-fish_2pruned.png,False,True,False,False,False,False,False,False,False,False,False,439,0-fish,2pruned,0.0,1-dog
3WGCNLZJLNU1W91NLXXO7LWQYGXD11,A1LNNI0VVYVNOW,439_0-fish_2pruned.png,True,False,False,False,False,False,False,False,False,False,False,439,0-fish,2pruned,1.0,0-fish
36D1BWBEIVNBPOPWHUW5VUTPZ032MP,A1GCCCD7V9JUQY,61_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,61,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
36D1BWBEIVNBPOPWHUW5VUTPZ032MP,A3GCVJINCZ758Y,61_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,61,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
36D1BWBEIVNBPOPWHUW5VUTPZ032MP,A38GSW5JQW6NVB,61_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,61,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
36D1BWBEIVNBPOPWHUW5VUTPZ032MP,A30FOPPL2JP6XE,61_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,61,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
36D1BWBEIVNBPOPWHUW5VUTPZ032MP,A3P2O37EDC1H9V,61_2-cassetteplayer_32pruned.png,False,False,True,False,False,False,False,False,False,False,False,61,2-cassetteplayer,32pruned,1.0,2-cassetteplayer
3LAZVA75OQDZPRA8UABINYIUU0I2O4,AEFJAJ6H67WNU,188_5-frenchhorn_32pruned.png,False,False,False,False,False,True,False,False,False,False,False,188,5-frenchhorn,32pruned,1.0,5-frenchhorn
3LAZVA75OQDZPRA8UABINYIUU0I2O4,A2JMEQ3KQFQCRM,188_5-frenchhorn_32pruned.png,False,False,False,False,False,True,False,False,False,False,False,188,5-frenchhorn,32pruned,1.0,5-frenchhorn
3LAZVA75OQDZPRA8UABINYIUU0I2O4,A1BZNPQ0H7ZSER,188_5-frenchhorn_32pruned.png,False,False,False,False,False,True,False,False,False,False,False,188,5-frenchhorn,32pruned,1.0,5-frenchhorn
3LAZVA75OQDZPRA8UABINYIUU0I2O4,A34DYM8J0X5VK,188_5-frenchhorn_32pruned.png,False,False,False,False,False,True,False,False,False,False,False,188,5-frenchhorn,32pruned,1.0,5-frenchhorn
3LAZVA75OQDZPRA8UABINYIUU0I2O4,A1KKG6MKCCLEI7,188_5-frenchhorn_32pruned.png,False,False,False,False,False,True,False,False,False,False,False,188,5-frenchhorn,32pruned,1.0,5-frenchhorn
36BTXXLZ33UCPIHBQGBAA8KXP1YR4Y,A38GSW5JQW6NVB,328_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,328,5-frenchhorn,2pruned,1.0,5-frenchhorn
36BTXXLZ33UCPIHBQGBAA8KXP1YR4Y,A3VMJIW0DP7007,328_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,328,5-frenchhorn,2pruned,1.0,5-frenchhorn
36BTXXLZ33UCPIHBQGBAA8KXP1YR4Y,A1HCC46PYNJYMJ,328_5-frenchhorn_2pruned.png,False,False,False,False,True,False,False,False,False,False,False,328,5-frenchhorn,2pruned,0.0,4-church
36BTXXLZ33UCPIHBQGBAA8KXP1YR4Y,A1G94QON7A9K0N,328_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,328,5-frenchhorn,2pruned,1.0,5-frenchhorn
36BTXXLZ33UCPIHBQGBAA8KXP1YR4Y,A2U1NN8QDH1YVC,328_5-frenchhorn_2pruned.png,False,False,False,False,False,True,False,False,False,False,False,328,5-frenchhorn,2pruned,1.0,5-frenchhorn
3Y3CZJSZASFUL1LB4LUKF0QBPXTR53,A3OSGBQXGDDRT5,423_2-cassetteplayer_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,423,2-cassetteplayer,nonpruned,0.0,6-garbagetruck
3Y3CZJSZASFUL1LB4LUKF0QBPXTR53,AM2G14PSGPNK7,423_2-cassetteplayer_nonpruned.png,False,False,False,False,False,False,True,False,False,False,False,423,2-cassetteplayer,nonpruned,0.0,6-garbagetruck
3Y3CZJSZASFUL1LB4LUKF0QBPXTR53,AOBXYA3PWHSY8,423_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,423,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3Y3CZJSZASFUL1LB4LUKF0QBPXTR53,AE1FNJR14C2L7,423_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,423,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3Y3CZJSZASFUL1LB4LUKF0QBPXTR53,A34DYM8J0X5VK,423_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,423,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3QHITW7OZWVRF6ISM2W1ILWSLPSAQR,A153PKAL7OAY36,302_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,302,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3QHITW7OZWVRF6ISM2W1ILWSLPSAQR,ADQHGQF65JJ08,302_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,302,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3QHITW7OZWVRF6ISM2W1ILWSLPSAQR,AV5TLLCULVF0P,302_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,302,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
3QHITW7OZWVRF6ISM2W1ILWSLPSAQR,A1MEEY4M9GP8BX,302_2-cassetteplayer_nonpruned.png,False,False,True,False,False,False,False,False,False,False,False,302,2-cassetteplayer,nonpruned,1.0,2-cassetteplayer
